transaction_date,owner,ticker,asset_type,type,amount,senator,basis,SPY basis
11/05/2020,Spouse,IBM,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,114,350
11/05/2020,Spouse,DOW,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,48,350
11/05/2020,Spouse,DIS,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,127,350
11/05/2020,Spouse,CMCSA,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,44,350
11/05/2020,Spouse,CSCO,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,37,350
11/05/2020,Spouse,CVS,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,61,350
11/05/2020,Spouse,BLK,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,665,350
11/05/2020,Spouse,AAPL,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,118,350
11/05/2020,Spouse,AMGN,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,232,350
12/03/2020,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",29,366
11/10/2020,Spouse,BYND,Stock,Sale (Full),"$50,001 - $100,000",Ron L Wyden,122,353
11/16/2020,Spouse,BA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,197,361
11/16/2020,Spouse,V,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,213,361
11/24/2020,Spouse,COST,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,383,361
11/04/2020,Spouse,COST,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,376,342
11/09/2020,Spouse,BA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,178,359
11/04/2020,Spouse,NVDA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,135,342
11/17/2020,Joint,W,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,236,360
11/16/2020,Spouse,DAL,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,38,361
11/10/2020,Spouse,DIS,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,140,353
11/20/2020,Spouse,V,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,205,356
11/20/2020,Spouse,QCOM,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,147,356
11/20/2020,Spouse,SNPS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,220,356
11/20/2020,Spouse,GOLD,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,24,356
11/20/2020,Spouse,OHI,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,34,356
11/20/2020,Spouse,WIW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,11,356
11/20/2020,Spouse,ERIC,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,12,356
11/20/2020,Spouse,ARE,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,163,356
11/20/2020,Spouse,LGI,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,16,356
11/20/2020,Spouse,MRVL,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,44,356
11/20/2020,Spouse,BRKR,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,50,356
11/20/2020,Spouse,MANT,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,76,356
11/20/2020,Spouse,ACIW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,31,356
11/20/2020,Spouse,SWKS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,139,356
11/20/2020,Spouse,NUAN,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,40,356
11/20/2020,Spouse,AJRD,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,37,356
11/20/2020,Spouse,CONE,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,71,356
11/20/2020,Spouse,CEF,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,18,356
11/20/2020,Spouse,WW,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,26,356
11/20/2020,Spouse,GMAB,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,36,356
11/20/2020,Spouse,BAH,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,87,356
11/20/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,24,356
11/20/2020,Spouse,ABBV,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,100,356
11/20/2020,Spouse,HBI,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,13,356
11/20/2020,Spouse,ATVI,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,76,356
11/20/2020,Spouse,FTNT,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,117,356
11/20/2020,Spouse,NTLA,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,32,356
11/20/2020,Spouse,MAXR,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,27,356
11/20/2020,Spouse,ARNA,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,64,356
11/20/2020,Spouse,KEYS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,117,356
11/20/2020,Spouse,PAGS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,43,356
11/20/2020,Spouse,CTVA,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,37,356
11/20/2020,Spouse,VIAV,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,13,356
11/20/2020,Spouse,SI,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,30,356
11/20/2020,Spouse,CRWD,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,145,356
11/20/2020,Spouse,DD,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,62,356
11/20/2020,Spouse,DOW,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,54,356
11/20/2020,Spouse,DDOG,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,89,356
11/20/2020,Spouse,EVOP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,25,356
11/20/2020,Spouse,AAPL,Stock,Sale (Partial),"$50,001 - $100,000",Thomas R Carper,118,356
11/20/2020,Spouse,GLW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,36,356
11/20/2020,Spouse,HAL,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,15,356
11/20/2020,Spouse,PAAS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,31,356
11/20/2020,Spouse,TMO,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,452,356
11/16/2020,Spouse,RIO,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,63,361
10/09/2020,Self,FTV,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,70,346
10/16/2020,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,139,348
10/16/2020,Child,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,228,348
10/16/2020,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,139,348
10/16/2020,Child,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,228,348
10/16/2020,Child,NVDA,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,139,348
10/16/2020,Child,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,228,348
10/13/2020,Spouse,BBY,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,118,350
10/13/2020,Spouse,NVAX,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,115,350
09/09/2020,Joint,CB,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,122,339
09/30/2020,Joint,TT,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,121,334
09/30/2020,Self,TT,Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,121,334
09/11/2020,Spouse,AAPL,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,112,334
09/14/2020,Child,NFLX,Stock,Sale (Full),"$1,001 - $15,000",Ron L Wyden,479,337
09/14/2020,Child,NFLX,Stock,Sale (Full),"$1,001 - $15,000",Ron L Wyden,479,337
09/23/2020,Child,NFLX,Stock,Sale (Full),"$1,001 - $15,000",Ron L Wyden,480,326
09/24/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,23,322
09/22/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,24,328
09/22/2020,Spouse,WIW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,11,328
09/04/2020,Spouse,BA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,169,342
09/04/2020,Spouse,WMT,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,142,342
09/17/2020,Spouse,AAPL,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,110,335
09/14/2020,Spouse,NVDA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,129,337
09/11/2020,Spouse,AAPL,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,112,334
09/09/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,117,339
09/04/2020,Spouse,NVDA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,125,342
09/04/2020,Spouse,NFLX,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,512,342
09/04/2020,Spouse,NVDA,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,125,342
09/04/2020,Spouse,NFLX,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,512,342
09/04/2020,Spouse,BYND,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,127,342
09/04/2020,Spouse,NVDA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,125,342
09/03/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,124,350
09/02/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,133,356
09/01/2020,Spouse,TSLA,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,487,351
09/04/2020,Spouse,NVDA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,125,342
09/16/2020,Spouse,W,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,269,340
09/09/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,117,339
09/09/2020,Spouse,ZM,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,379,339
09/04/2020,Spouse,MSFT,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,213,342
09/03/2020,Spouse,MSFT,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,222,350
09/03/2020,Spouse,AAPL,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,124,350
09/02/2020,Spouse,W,Stock,Sale (Full),"$50,001 - $100,000",Ron L Wyden,303,356
09/02/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,133,356
09/01/2020,Spouse,AMZN,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,3492,351
08/27/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,125,348
08/27/2020,Spouse,AMWD,Stock,Sale (Full),"$1,001 - $15,000",Ron L Wyden,87,348
08/26/2020,Spouse,IRBT,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,75,346
08/25/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,160,343
08/25/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,216,343
08/24/2020,Spouse,W,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,340,341
08/24/2020,Spouse,SQ,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,155,341
08/24/2020,Spouse,KR,Stock,Sale (Full),"$50,001 - $100,000",Ron L Wyden,35,341
08/24/2020,Spouse,CLX,Stock,Sale (Full),"$1,001 - $15,000",Ron L Wyden,224,341
08/24/2020,Spouse,AMWD,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,93,341
08/19/2020,Spouse,SBUX,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,78,338
08/19/2020,Spouse,MSFT,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,210,338
08/19/2020,Spouse,LOW,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,159,338
08/19/2020,Spouse,IBM,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,124,338
08/19/2020,Spouse,DIS,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,128,338
08/19/2020,Spouse,CMCSA,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,43,338
08/19/2020,Spouse,CSCO,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,42,338
08/19/2020,Spouse,AAPL,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,116,338
08/18/2020,Spouse,VZ,Stock,Purchase,"$1,001 - $15,000","Angus S King, Jr.",59,338
08/18/2020,Spouse,SLB,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",19,338
08/18/2020,Spouse,XOM,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",42,338
08/18/2020,Spouse,COP,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",40,338
09/02/2020,Spouse,WFC,Stock,Purchase,"$1,001 - $15,000","A. Mitchell Mcconnell, Jr.",24,356
08/28/2020,Child,TSLA,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,450,349
08/27/2020,Child,AAPL,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,125,348
08/21/2020,Spouse,WFC,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",23,338
08/21/2020,Spouse,DIS,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",127,338
08/21/2020,Spouse,V,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",204,338
08/21/2020,Spouse,TXN,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",139,338
08/21/2020,Spouse,JPM,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",97,338
08/21/2020,Spouse,KO,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",47,338
08/21/2020,Spouse,AAPL,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",121,338
08/21/2020,Spouse,ALL,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",94,338
08/21/2020,Spouse,ABBV,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",94,338
08/21/2020,Spouse,KR,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",35,338
08/21/2020,Spouse,CVX,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",84,338
08/21/2020,Spouse,BRK-B,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",206,338
08/21/2020,Self,WFC,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",23,338
08/21/2020,Self,DIS,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",127,338
08/21/2020,Self,V,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",204,338
08/21/2020,Self,TXN,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",139,338
08/21/2020,Self,RDS-B,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",28,338
08/21/2020,Self,OXY,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",13,338
08/21/2020,Self,MPC,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",35,338
08/21/2020,Self,JPM,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",97,338
08/21/2020,Self,COST,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",342,338
08/21/2020,Self,KO,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",47,338
08/21/2020,Self,BRK-B,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",206,338
08/21/2020,Self,AAPL,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",121,338
08/21/2020,Self,ALL,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",94,338
08/21/2020,Self,ABBV,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",94,338
08/21/2020,Self,KR,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",35,338
08/21/2020,Self,USB,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",35,338
08/21/2020,Self,JNJ,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",152,338
08/21/2020,Self,INTC,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",49,338
08/21/2020,Self,GILD,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",66,338
08/21/2020,Self,CVS,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",63,338
08/21/2020,Self,CVX,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",84,338
08/21/2020,Self,BAC,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",25,338
08/21/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,23,338
08/21/2020,Spouse,TCEHY,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,68,338
08/21/2020,Spouse,ARE,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,171,338
08/21/2020,Spouse,CONE,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,82,338
08/06/2020,Spouse,LDP,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,23,332
08/27/2020,Spouse,AAPL,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,125,348
08/05/2020,Spouse,BA,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,170,331
08/19/2020,Spouse,WMT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,133,338
08/18/2020,Spouse,GOLD,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,30,338
08/18/2020,Spouse,BBY,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,111,338
08/18/2020,Spouse,GLD,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,188,338
08/17/2020,Spouse,NVAX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,151,337
08/27/2020,Spouse,AAPL,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,125,348
08/03/2020,Spouse,TSLA,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,294,328
08/03/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,109,328
07/31/2020,Spouse,AAPL,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,104,325
08/20/2020,Child,NFLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,491,336
08/20/2020,Child,NFLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,491,336
08/20/2020,Child,NFLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,491,336
08/21/2020,Spouse,NVDA,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,124,338
08/21/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,158,338
08/21/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,210,338
08/21/2020,Spouse,SQ,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,156,338
08/21/2020,Spouse,T,Stock,Sale (Full),"$50,001 - $100,000",Ron L Wyden,29,338
08/21/2020,Spouse,XOM,Stock,Sale (Full),"$15,001 - $50,000",Ron L Wyden,41,338
08/19/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,160,338
08/19/2020,Spouse,NVDA,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,122,338
08/19/2020,Spouse,KR,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,36,338
08/19/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,208,338
08/18/2020,Spouse,LOW,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,158,338
08/18/2020,Spouse,DHI,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,73,338
08/17/2020,Spouse,UPS,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,160,337
08/14/2020,Spouse,UPS,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,160,336
08/14/2020,Spouse,PSA,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,199,336
08/14/2020,Spouse,FDX,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,205,336
08/11/2020,Spouse,F,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,7,334
08/11/2020,Spouse,DHI,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,69,334
08/07/2020,Spouse,AAPL,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,112,333
08/05/2020,Spouse,WDAY,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,182,331
08/05/2020,Spouse,PSA,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,199,331
08/05/2020,Spouse,KR,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,35,331
08/05/2020,Spouse,DHI,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,67,331
08/05/2020,Spouse,COUP,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,313,331
08/05/2020,Spouse,CLX,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,237,331
08/05/2020,Spouse,BYND,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,132,331
08/04/2020,Spouse,PSA,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,198,328
08/04/2020,Spouse,MTCH,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,108,328
08/04/2020,Spouse,KR,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,35,328
08/04/2020,Spouse,KLAC,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,202,328
08/04/2020,Spouse,DIS,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,116,328
08/03/2020,Spouse,MAR,Stock,Sale (Full),"$100,001 - $250,000",Ron L Wyden,83,328
08/03/2020,Spouse,VAC,Stock,Sale (Full),"$15,001 - $50,000",Ron L Wyden,83,328
08/03/2020,Spouse,INTC,Stock,Sale (Full),"$15,001 - $50,000",Ron L Wyden,48,328
07/31/2020,Spouse,MSFT,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,203,325
07/30/2020,Spouse,OSK,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,80,322
07/30/2020,Spouse,NVDA,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,104,322
07/30/2020,Spouse,BYND,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,124,322
07/22/2020,Spouse,ICE,Stock,Sale (Partial),"$5,000,001 - $25,000,000",Kelly Loeffler,95,325
12/05/2019,Spouse,LGI,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,15,311
02/27/2019,Spouse,WW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,19,278
05/16/2019,Spouse,GE,Stock,Sale (Full),"$1,001 - $15,000",Timothy M Kaine,81,287
07/15/2020,Spouse,TROW,Stock,Sale (Full),"$1,001 - $15,000",William Cassidy,132,321
07/15/2020,Spouse,PLD,Stock,Purchase,"$1,001 - $15,000",William Cassidy,93,321
07/05/2019,Self,IBM,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,140,297
07/05/2019,Spouse,IBM,Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,140,297
07/20/2020,Child,NKLA,Stock,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,39,322
07/09/2020,Child,NKLA,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,57,314
07/07/2020,Child,TSLA,Stock,Sale (Full),"$1,001 - $15,000",Patrick J Toomey,278,315
07/07/2020,Child,TSLA,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,278,315
07/06/2020,Spouse,TGT,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,119,316
07/31/2020,Spouse,AAL,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,11,325
07/02/2020,Spouse,NOC,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,310,313
07/02/2020,Spouse,AAL,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,12,313
07/02/2020,Spouse,BA,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,183,313
07/02/2020,Spouse,MA,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,303,313
07/27/2020,Spouse,BA,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,171,322
07/15/2020,Spouse,NFLX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,519,321
07/13/2020,Spouse,NFLX,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,547,317
07/07/2020,Spouse,AAL,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,12,315
07/02/2020,Spouse,BABA,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,222,313
07/02/2020,Spouse,WMT,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,119,313
07/02/2020,Spouse,SPOT,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,268,313
07/01/2020,Spouse,BYND,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,144,310
07/09/2020,Spouse,C,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,50,314
07/09/2020,Spouse,QCOM,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,93,314
07/09/2020,Spouse,RMD,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,192,314
07/09/2020,Spouse,OHI,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,29,314
07/09/2020,Spouse,ARCC,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,14,314
07/09/2020,Spouse,LMT,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,344,314
07/09/2020,Spouse,WIW,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,11,314
07/09/2020,Spouse,NVDA,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,104,314
07/09/2020,Spouse,AXS,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,37,314
07/09/2020,Spouse,MPW,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,18,314
07/09/2020,Spouse,GLAD,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,6,314
07/09/2020,Spouse,MANT,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,64,314
07/09/2020,Spouse,SWKS,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,132,314
07/09/2020,Spouse,HASI,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,30,314
07/09/2020,Spouse,ABBV,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,98,314
07/09/2020,Spouse,LMRK,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,9,314
07/09/2020,Spouse,AY,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,29,314
07/09/2020,Spouse,IRM,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,26,314
07/09/2020,Spouse,LHX,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,162,314
07/09/2020,Spouse,APO,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,49,314
07/09/2020,Spouse,AAPL,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,95,314
07/09/2020,Spouse,PFE,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,31,314
07/09/2020,Spouse,TSN,Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,56,314
07/08/2020,Spouse,TCEHY,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,70,314
